Epoch,NodeTrain,NetTrain,NodeValid,NetValid,Time
1,404.0431274414062,992.0258514404297,252.00152587890625,403.5127868652344,46.2
2,407.2521057128906,956.5477111816406,253.81021118164062,377.4710693359375,122.2
3,408.77598571777344,921.2847534179688,254.75437927246094,350.56292724609375,183.49
4,409.2574066162109,882.4411804199219,254.84439086914062,321.9975891113281,235.19
5,409.18136138916014,839.7326629638671,254.9449005126953,289.96051025390625,293.72
6,409.4354751586914,792.2529571533203,255.3112030029297,253.70022583007812,340.67
7,410.045263671875,736.6428802490234,256.1250915527344,214.2846221923828,394.47
8,410.9287170410156,677.0440948486328,256.8160400390625,173.11961364746094,457.89
9,411.4711059570312,612.7386337280274,257.22955322265625,132.92066955566406,517.11
10,411.90440979003904,552.1725082397461,257.6321105957031,95.15172576904297,570.05
11,412.2200897216797,490.963419342041,257.7938537597656,63.50033950805664,635.07
12,412.3442184448242,436.0481147766113,257.9291687011719,39.35881042480469,686.4
13,412.46787719726564,387.3829349517822,258.02056884765625,24.064786911010742,737.46
14,412.55504913330077,347.28353157043455,258.1037902832031,17.599193572998047,790.38
15,412.61861114501954,318.74915542602537,258.173828125,18.37527847290039,851.67
16,412.69237518310547,301.03852519989016,258.23931884765625,25.163415908813477,901.38
17,412.7437774658203,287.2611259460449,258.3016357421875,34.0518798828125,954.55
18,412.7989303588867,279.3841808319092,258.3158874511719,41.01487731933594,1013.88
19,412.7941131591797,276.99120063781737,258.3521728515625,48.458675384521484,1071.78
20,412.8395309448242,277.0480041503906,258.3517150878906,56.70692443847656,1123.37
21,412.8566635131836,275.85185661315916,258.4119567871094,60.78774642944336,1189.98
22,412.9168899536133,275.7183444976807,258.4607849121094,60.98741149902344,1249.01
23,412.9769577026367,275.7889476776123,258.51239013671875,55.98291015625,1313.34
24,413.05127716064453,275.1735378265381,258.6006164550781,60.92107391357422,1379.2
25,413.10154113769534,275.41287994384766,258.6374206542969,64.7638168334961,1454.77
